wallet,score,total_coins,win_rate,net_sol,roi
365ox2yoGYXQfzubohqCgzhg2MrG5PKxBRi4p9gpNQGi,54.6,101,0.675,51.2,0.32
73TG73su3THmE5kyBpZiMY9pjBoAEDHWzVRdvHmBabbA,54.6,67,0.821,22.4,0.28
4crY5qte19hpPxccxV7Yw8A67j2MJE4QFpRJ7341qQ91,54.6,59,0.745,2.1,0.48
HaZg1RrXtQatSYEK9SgQob6cWVJDoV8ZUFzSYeYg73WJ,54.5,98,0.633,158.3,0.41
2eCVTLC1Aib3HDcZnKK41Jz1zQ5EJtZst5aiJ1cLSbWk,54.5,66,0.668,120.5,0.58
E7T6oyDycE2ZJ6sYA5MAVgitnzbt2LBJhMQCfmijhDEd,54.5,148,0.659,81.6,0.21
DXPDS1zcvX7arpFGg3JrNE8aeDNBu7mWCQEPMN4D7pei,54.5,68,0.647,72.7,0.6
4BHBSZA96XCaepYLvmteV6wLqKTqJPyfkME941X5PqHP,54.5,36,0.848,48.7,0.44
D5hyE38SExxBEmvMGXw722v6TsweHYGoxn7tyYFi9jR6,54.5,63,0.654,39.3,0.62
7H9XfK427jrzVjaCpqVtAHBxBLpEL3m5YuXQnNXw2CFc,54.5,72,0.754,24.1,0.37
KGYWF8zASU6jDdyVvL2eXhbEBXPM4q3CMbFWRTLQT46,54.5,30,0.778,23.5,0.62
3qF9fnBYPox9Em3RHG4jiJqDYX2TYtehQgUaJYkvtPaT,54.5,61,0.814,10.1,0.33
5A5uE73rZzLY6jVkvywwyuJ6x6yEouBCrK3mcFjL3Ljs,54.5,70,0.762,0.0,0.37
4NGX3sD6PQJLwPCSHdLTACFzLRqR1JhpUEtjpsmCAwGn,54.4,332,0.629,160.6,0.26
GkbCG9BGtjoupjo26co2xFTssrhC5yvE2VB7tEqpMuPR,54.4,28,0.708,125.1,0.76
BBiVzFGfpZteVQWq96SVfsTBepnTfCnJuJzs3mirUucx,54.4,29,0.892,67.6,0.41
E65ooNPgq7k2VsAs8dr4HcnoSxhz4ifws9ncszMBhDYT,54.4,51,0.722,61.0,0.57
5ZHgoGXe5gpEeZAAaBMQtk7EH8GUrjxkQVkUK4Y967k4,54.4,116,0.636,13.5,0.28
7qaQFEd4xDW7u1E8ZozoKKWCRARmbqh9MCY4s1mUcDWw,54.4,105,0.7,9.8,0.23
7CNBZwJBrUgeoN15kydjr4WHbNsCvVjAb9Q4P1Kz4Uor,54.3,107,0.631,70.5,0.34
a2NSSSdGw6ehdakk13GHUtTexiwUD63sfUJLNrUPdp7,54.3,81,0.622,51.0,0.55
8FVshk1jLiUhQvsowc4tqh15gVE4HDTAUspcaSTswBnf,54.3,57,0.661,34.8,0.65
8y41onZx2Z1p5MpV9s5XQQLbC4ScLSU1KHEsiGgTjGep,54.3,38,0.769,4.7,0.57
84B74BJCbDqBGb35MT5NcQwnPa9ch7qt9tdYFdrWp2im,54.3,80,0.703,4.4,0.4
75SeDT9h24LsfqabUmqvBUGgzHo2HpgsFuQx6dRyee1W,54.2,76,0.686,94.2,0.46
55mMJZbAgBNXhtexmCBsXSaSD9SPCMXn9ey2gKgsipYm,54.2,94,0.669,90.9,0.36
J2BA2Nkf9XYVpCUVJio7aaL4vCzxthzGYhFTxsAsDaUy,54.2,59,0.765,25.2,0.43
ErKys3rAPpGeWdgUNF7HpxGEjRP4DGsSs5nxtifjPRrn,54.2,216,0.655,6.7,0.2
D6kGjrt6y8myyncjD2sUzNehDsL6gbLKmfcP5jd35P1r,54.1,482,0.617,253.9,0.27
9ka4JNe8ExUzfbLhhizUvw6p2FVdppezjmPMcKjbMiMz,54.1,52,0.632,52.3,0.73
77772FYCSwHEeXLFi4gvr9b8gAY9LAocsC4JZnUhps24,54.1,54,0.637,41.6,0.7
8LYot1iEDnMiZzEG5ynhifMwQxu8LaMCSoKhiCsjAW1F,54.1,44,0.828,30.7,0.41
HKvXQeVXvWvDmcwe17R89mD29S3xk4ezZCdV2CNj1hnU,54.1,298,0.629,19.4,0.25
AxY4vvnAFG9kHM6vjLM5Yu6enUESL3dUMPLS6AmYidWc,54.1,118,0.654,6.9,0.21
GhsmzKxdyLizq3EeQqaxNSzWXtuu3xot1YACwhdbLFtP,54.1,27,0.77,5.0,0.64
85ezQg7ZkS86rUVPfnXpxfextL4AA7x672bN5X8t9Cvd,54.1,55,0.884,0.3,0.22
FXwAGQfJjM87Vt6sYmELT8CuB5SxpSVE3QH295Nfxf53,54.0,55,0.8,105.3,0.38
Dn2GsPEpq1XpjbTfzcaH6v84LcoNsNy2KWh8igd4zMpJ,54.0,25,0.74,42.1,0.71
5fLXLj4vkhBG4Sj8Zw9P2vCfafJm2m3jEV1TsjpQtfmD,54.0,53,0.796,26.7,0.4
AWYADd1AreisBEHehH8SWCwdTi39ZenUc8wjfPXDNfyG,54.0,56,0.696,6.4,0.57
C5tWPbnLRCd6ia5B3ra2i8AznMJUw1WXfoesy2g9DGvB,54.0,64,0.665,5.9,0.58
Apmd5v87mXtnZWRssm2gXXKWGR93BajCmJAcZaouU7JV,53.9,55,0.828,87.7,0.32
C5YkqPGbDaF7HGNAGd1t3j7E87WuqyPcqgpA7SXFEJkq,53.9,316,0.613,36.4,0.27
Hizm5RqiLwx7EeXXYEQ8tp25ZHZZDbPXChSj1qskVUi8,53.8,329,0.619,157.2,0.26
6GQ7nXTCB2W5sJuKjtRt9mHwAqyWSr6UropsDa9gBuA7,53.8,48,0.739,51.4,0.54
FjJiYpUcEYZ3XHWQD2Q9atydmuFhZRQwC3wZQxfRLgAf,53.8,126,0.643,48.9,0.21
6FbdG7JWV8owt5gdDe7mswSCZUqF5axyp4VryW3q825j,53.8,107,0.664,20.4,0.26
9wKdPY75RirR3pWhef23ENTC8nqfKY3Gukh6U6kzbLVP,53.8,67,0.664,12.2,0.55
CfXvb9zpSCVN7NXRugbPnhxqMm67F5RcA6jaKh9feQEv,53.8,99,0.653,4.0,0.34
6MqCS36xYiJUQTT5Aaeytg3FgJgYAnTnLCNSqEZm2kZA,53.7,159,0.613,150.6,0.26
7nnpAvQER17DxHNKPAg7ptZK2xfBLFLk2fJFU8PeDoG7,53.7,134,0.609,44.4,0.27
B9JN5Ndxdc68Nvbnu23bKmESQjNW2jQdetzeG2knJg9,53.7,71,0.789,24.3,0.27
DRJBox2NWscEPCkngCgAT9VN8edXMnHxGsnTLt9PwVQi,53.6,112,0.616,51.9,0.31
DUExPMAZXn8JHJYQwsMZb67JJFtnDpXScRiWqjiPuX1g,53.6,51,0.731,51.7,0.52
BhgUyrBS35wjKAZfaHC9rZGsrMW1SnuxFpoYNXJtzitr,53.6,148,0.625,43.7,0.23
5W2NYKRJP7RYUVKnxWyfonQ6wCcXVG7q4Cfg6nkDEcG,53.6,115,0.644,36.6,0.24
B726qQfiDj5rbUAgz1qGsdVaMuiuYTwch8vVnp7CgGfF,53.6,62,0.658,31.8,0.58
5yzcoiJauWeKr6eMQxi8bHUdRgNVDtJCiUWaPNWJbhaC,53.6,81,0.738,28.5,0.3
KPEF3xjDBQjdbt32n91KsEQWoL6QQRwN6sWtxdikDJR,53.6,297,0.615,20.1,0.25
6j7BnEVqBZqTwUWscdM8FYR62fFDs3rbYxiwNVvENLMp,53.6,70,0.799,4.2,0.26
HKcsAKGpxnFxz7DGkNYP4X7M34kqj6sSwQoygh4djC98,53.5,129,0.623,94.9,0.23
AYXW3wur6D9qs2x1sBZ4DvRfMeSdDDG4fhzEbW13mPcM,53.5,76,0.689,56.0,0.42
2H8Y5sgMM7937Md8PPY9oENx3cPfb676Znf4zDhWAt67,53.5,268,0.624,48.1,0.23
pNefLZQ8DTRz5G2SvF7hELfeuKhkXoGH5Xo7o22AzfP,53.5,33,0.795,21.2,0.52
AS58skWM76x5UxXhedzkj2vBY2KGeSDMSypGbu5GHzb2,53.5,28,0.771,16.1,0.61
3NuoZXwX2cZFP9DjqkjPPe8yAzE9zVLt85UxGzMEWDUh,53.5,38,0.825,3.7,0.43
EqymVP8KbeByHFiMWb1hfikoSHKxLrz6AsdWH4L17Jp5,53.4,91,0.616,164.6,0.45
5eXZEVF4DAdctPeE8xpZS1p9CarmAgWcRYDBSoYRzeb4,53.4,141,0.616,51.5,0.24
HexERC6SZxemMtFwwhAjac1WzhDxb3SVttpoTS7qcZvo,53.4,41,0.702,45.6,0.64
HDpkMi3qYSmVBAHZA7TyW5PDPm36dJzgwVNLFcoczF2p,53.4,295,0.613,18.5,0.25
9FyvwVKVjZxMNJPwdfxTRKU1Y43RAjyvJ3PciSMu6Pba,53.4,74,0.675,5.5,0.46
3q5WNbuYvpQuRV6B7eR9hUpaSgFHZsF2FnTMqqBFjVwj,53.4,101,0.703,1.1,0.21
915QkqKYT42DnfTHhDpyaxoCN88o1F5XCaKMQ2hMUwbz,53.3,55,0.839,85.0,0.28
Ebka4Qi5uLkoAUenP46LzF1JPvj2iB317Ww6LsP2nWuP,53.3,67,0.676,55.6,0.5
9jCbN9waHXFHiAv8kibqXh2J2VnGp7nSw83cyx2wpvcj,53.3,44,0.614,11.0,0.79
CdHueyD8NrLDYQtayAeAvFJTCWmmBsgCV3dmgqxDS6mP,53.2,319,0.61,51.2,0.25
Co6qnh3eHYd8FjyS5N6YXutUb3Z2GyKNPQHPURHaCK7T,53.2,42,0.702,49.8,0.62
7yGSDgQ1XC6SWZ9EEpW53G1VYTNRaRajAptgA1tJYfxE,53.2,34,0.718,45.7,0.65
6fRLg96MV8a8LzpfxvVt46hZsvKPYnn3PWUXey2ZT5HR,53.2,51,0.712,39.4,0.54
FizbsS19Ftg1zcmTsq7HMHyQakMeQYbv2Y2tNHM4eGQm,53.2,49,0.709,36.9,0.56
EdmBMt6L3Monx7HrREooxSvyZpCTNoaWCYxgxjukZWHd,53.2,98,0.707,17.2,0.22
GsZUTS9SiEbnooJXhpa47PfhuJE3E37Utf3UWPSJvies,53.2,52,0.859,11.7,0.25
DbuFfnAXjBDYGnXapmUHr1i2xjXshBW4H85XvytF6dSi,53.2,44,0.782,2.4,0.46
GXne39ift2dcXrV85sqcHS6vLBJXMMAShmEZH75YFfi3,53.1,64,0.677,50.7,0.51
9vhvvAMuLvigM6XtFH5N6QaZwoHNinSfFAcd6QVbhMi1,53.1,98,0.698,11.5,0.23
EpU3VZyijL9QSJYTRY1W9XLFpHvZ5ZXoghgY7wo7kQr4,53.1,31,0.779,8.6,0.55
DMw5597ixEk71fkdgcgZjCTaVXmtCKiA74gKDNDjpct2,53.1,203,0.605,7.3,0.25
HGbSZQ7Pg5wTKz7gLnNerNoSsinrrvrtgYYTvsCCWSPu,53.1,74,0.601,2.5,0.59
2AeU8WwazC7p5ypvR5cC2GuuPVirpGYmMmUkFxAvk7WR,53.0,55,0.789,103.5,0.36
FSX5gayVsWN8YXrU3ogyMm2XjTffptmgBMuAiQYWLszZ,53.0,123,0.611,56.0,0.24
Dkw5bXjNZeKCiibY5LpaVQH4XY7CUcP4xfR1pAyw8RL7,53.0,83,0.648,30.6,0.43
6U5dbKVCVu2wEj8raP6ugvCZAuHopAGbHeJoYAom1rzK,53.0,73,0.746,25.6,0.31
5HnzXhdADMB3gn2GphZATAwfrEzzMvG5hBwT36Wtd7JX,53.0,87,0.726,8.9,0.25
EjSpYUMmyrty2FnVukn1DcK6d7hfQCFoYdJSAJ5dqb7b,53.0,53,0.709,3.7,0.53
5FnE3q4tcDkEjRGuHgcxoBLXoZjWXDE5xEpJyneHDc9g,52.9,147,0.624,186.8,0.21
EB1Fkizh9YpwNQ5QBFnFMNu4MwwiRaCea6V5XVbewgJP,52.9,55,0.778,95.3,0.38
FayR5aA3qpU4Cf1jwGkR2HTJgWoAmPUTdNknxvGefWLB,52.9,73,0.671,39.5,0.45
7rzHb25KeVs1WeeSaRHTouJWiCiSJKkxE14DvYCNkw3k,52.9,104,0.67,27.2,0.23
HWZ35Z2cBEP3d47NgFN2MvNdHTZ4AxMPJHfDVCCF9Yi,52.9,31,0.889,11.4,0.33
GfQYuzmaDHnVGJE1LXACszRybPmViUXZ6Zvr2zu3m7u8,52.8,55,0.767,104.9,0.39
Gj8sxAF7sjGZFPfYrtGmVuWFmQWG2DqGC345FwtEy8YM,52.8,55,0.839,80.3,0.25
CV2feFv7giuqUY9jBGNuyqRXPGcpcVVAn9strnpXqky2,52.8,92,0.666,50.3,0.32
DjJLeemJj4ZwJU97b3hV1uyGp8AYUnSbPkfxxfEQUdRg,52.8,40,0.736,43.3,0.56
7XLv9c3YCn7B9dh9oe6GqfD8ABCudNkj3o11dC9mGQsf,52.8,57,0.847,41.7,0.22
76HywfeBCTufQxiwnuo8fh6KGFM5hfPNYqZQh5Ct9wW4,52.8,75,0.653,39.9,0.47
6tUtwYpAzrdDULTzeUuRnprEgkQsseN9VjdFDaRCshDm,52.8,51,0.796,17.5,0.36
FQzw6ijabbQB57PL5V3mJQ11fizyKPngMZrRFkQv8FMX,52.8,46,0.819,3.8,0.35
9cyuf88Au2jFst2VX5WD2agNdGNWz9Tmusm3j8M4JEfD,52.8,71,0.688,2.5,0.43
BdCbtm5CsNaKh9jjo8Mq6xZRaoHohna9DdnoQW9nTkkN,52.8,81,0.73,2.2,0.27
83PH5pFXG5yne6YiSHSKMLdSVG1e9uousuSXHNYdPXo4,52.7,154,0.611,31.1,0.22
5sPSxYJP4Zm4ZjSG46JKE7257se4P6HbUricApTA7tS7,52.7,90,0.718,19.4,0.23
3TxCFKgMUgCB99YQJ8TgEJjP9Uzgk8FUXcH1p7rxRF1e,52.7,73,0.691,12.4,0.41
AsbVKzuKNEpLqaESps8vkxV4VJZLHxVzxEQKTZrqqyhP,52.6,55,0.789,98.7,0.34
E8pE6owAwdcws7PtHXUHZ1tn8YtavpoesGaJFbrTbi4n,52.6,87,0.688,78.4,0.31
BxsyS9YuAcHFfVawZdEb87yt6WyX8poi5JRLxKUcwj2v,52.6,87,0.63,66.0,0.42
FAV5uryCowvkHXHEpXLRxrZPnes9BTW8cRZ94jCXZV9m,52.6,94,0.692,65.1,0.25
BMkHjN2N8K2PdCqeC92YYjUovn9ecW4GvFpH6yDggXWJ,52.6,250,0.612,64.1,0.22
GCYTtvsSKzAd5kRqY1whrWrZERUcSjdjoGxerZbJ7deU,52.6,255,0.615,40.5,0.21
6wLTRCuqFPSEDMBsDW1L5wZugmcLmM67G2TM7wzam1XN,52.6,37,0.648,35.3,0.74
2keo9Ss5HP51dqq9VVq8xH5T7ga66U8M5mQSnop9uJum,52.6,120,0.61,7.5,0.22
44uyYjj9qezYdFbvuXJ3DoBbsyFsbR8Hwo9ZySiLgDGs,52.5,32,0.623,100.0,0.82
ECA1tQ1Pjdg1fqGeicgkMU6bzYWfkN44yuDxesRmw7Jq,52.5,28,0.778,17.1,0.55
BBsXmM63jwwfkqMSSuZvRiiDsPKFfzUZiMaNJc5uw3Ni,52.5,41,0.655,2.8,0.7
7tzb3wupH4RtUTXMuvMkdT7fefEbtPGwhwTzTxfeggev,52.4,40,0.706,51.5,0.6
F2NSEWg2re3s22ikMcTgQyaTdqAjjfdfVTPmQvG5Q2N,52.4,63,0.683,36.2,0.48
AB4TqZSmbDd1WCAZp9sLvJ7ivKmRjy2T3GFkWJ7eKFS1,52.4,48,0.644,29.0,0.66
EJwYzqMrGpof8Am7K6pmf9XFiRCJiALb4mxhFrDwpGrD,52.4,66,0.779,18.8,0.27
H8cbcJgrMRGU6jujEfDcprDxtReunzpXfnKbhdbFZ3HU,52.3,282,0.608,155.9,0.21
GAFHSUFuDK8QUnVRPWhwMiHons2jyqp3x6KG1JWNuAKJ,52.3,55,0.811,86.3,0.28
8aViRD25DDXugXh8xcwCDy1FpE4zKERtvqDUaVJZvT1K,52.3,30,0.767,12.6,0.55
EUSrFmnQVsN48Q58SYY5GrRcv4CP9DmYa7xKYtmVincH,52.2,88,0.691,132.8,0.28
FtGWiQYZR8h1yVoSApwY2JPVrWXc7BJyvyiS3Xr1yZ7C,52.2,273,0.608,103.5,0.21
BWCCM5Z2jYKWCDhGUHBP6eRvwUYmrbEsqZP1DQbHi944,52.2,125,0.605,51.7,0.21
E4mAWataT9GCMXExwyrUCsJ8yXf8FKwCMVysbDt6p3pA,52.2,50,0.761,25.9,0.41
7HfvLxEyQtCbwd6r6RtViRjDxoUT4putWL4GMywc6CRe,52.2,50,0.8,13.4,0.34
EMNQexNvftwGbvsCjy3LWMpgzeQ4qZn4nbqVCCfqNasH,52.2,83,0.727,12.9,0.24
F7Qjo1c4LGv89P6MXd36h6YhYMTVwqqXkxbx8hbyz2uc,52.2,46,0.715,2.6,0.53
ETYxK9cEhsDb5M4ekJLwLkHvSXEd4EG7muCaYxFNsD8W,52.1,100,0.676,36.5,0.21
9kJrDr21XdLgYzmgNn7k6suTaYs9HRGhHcF97aaWQqDz,52.1,71,0.63,20.7,0.51
FABZXmuKyccpaFCjxzrVd9ZSQdSc2DB3FCG8LUzB9DoJ,52.1,72,0.66,18.0,0.44
E5Gv1niVEi2JZWJDAxZvYtqWP2CtYV8o5e1c91i8UCKv,52.0,55,0.778,96.9,0.34
1ooXUUruddaKq9qKwV7bhgYq6b4ray3Rbf1GNnorDb1,52.0,165,0.607,57.5,0.2
DygQwbszWoMoZdrU2hALxRrrgDY7HFum75MkTUQwEeAv,52.0,50,0.638,55.3,0.64
4Zg49ZTZeVi5dnX8x1W9616WDM2MSLAAeAvaDsRKLwwC,52.0,70,0.757,25.8,0.27
AmfYPc1DYX3xmHSgTEtW5LvWkqCfnfHq1SHwvxh7i1Ad,52.0,70,0.767,15.7,0.25
DzHnuDmbs3XVj6iAMiT3oM2GwTWiuGcgMTJoEdjYsRVW,52.0,59,0.684,6.6,0.49
AQHsynLzvT7Uyf8DMuVGq2BKLJxuidgeh6MvXrtSeTWK,51.9,37,0.784,147.9,0.45
2BZ7etE7ZkqoJ6MkZcogd4bkejo54r9Svjrah9EJ8srz,51.9,40,0.674,38.7,0.64
MkTbdmYeqNuDUVj11RgPy1hVxmVehVxVbr6WmPU2izr,51.9,34,0.764,33.8,0.51
14C7dhg6JKho2GzJaSQAtDY9cFBP4KcrqCJ7qmiPJg3V,51.9,38,0.804,19.2,0.4
qXh7jSwEymdTLV7zy5wYq2i2cadfpb4E2MXHgSrmBXx,51.9,30,0.75,12.6,0.56
6Ht1KZKKwrwfe2VEnbCAo7g2qUqJW9eXcA72g6fpnsjK,51.9,54,0.703,3.2,0.48
684CvPPziJCNSkzhAq4AxAWS3LU782fKoDMRGJhmPGSf,51.8,36,0.757,75.4,0.5
CiiormMvuitQv7XnkQW2gCPTvEP5h7MzZkVHAUjmfS4v,51.8,51,0.817,12.6,0.28
Fgt8NerxA9pvnpkPoV1wUNT3S3GHt7GMKdk2x2LrF4d6,51.8,61,0.804,1.7,0.23
D7W2emckCA6A6ErJmfZiUpZYYDessVrUb9zbgo85zy3g,51.7,85,0.634,98.3,0.38
HPTjbsEx7aBHAbvBZ3ghCyStC7YA1VubPC9uDYfV7NY4,51.7,55,0.673,40.9,0.52
CJCUQo5EV7QGgWhG1RmgdYAFCWeXSAPKr4LMU6nqBqwT,51.7,89,0.671,39.0,0.29
HKN4iPXMzLF2E4RTUVi3mc5ah5JdYGAS3ft3RrXrWmWC,51.7,86,0.672,38.9,0.31
CR8eMVoXSXkQcV4jzLf2yqbStxa5BV9Qdm2ZKwuTWgkN,51.7,59,0.797,24.4,0.26
DAvCVPbANQf78yNqwsyVXPtt9xvNrZPpE2pZUdKMDbS7,51.7,90,0.706,15.8,0.21
FqiAx1PQodt4Zj66c695U9MowjgrDjHe7XFzjqzqy2dL,51.7,75,0.74,9.6,0.25
4GeSfQXTSwruwwBDShHmhMKC4qpJekJjoFHyYKTk2gtY,51.6,68,0.764,82.6,0.25
6PSJr6HhnRxTGj4dkA4fnXQrnB8AWGVS6WZVdVR9SSXq,51.6,68,0.702,22.2,0.37
DxQHQT9Mu4bwyACYt6EoPktJMpJtK2XLCmn7dLhdYoSi,51.6,39,0.805,19.9,0.38
HuBDyPL1A3Phn4LqvSQZUU2w5tp72CQ4MHZg1e6vN7NT,51.5,80,0.648,80.4,0.38
EEpd4S5sDbSgAoQ9q3zYnZrb7nRcsRSpEwwJeuA5o9hJ,51.5,61,0.729,26.8,0.36
GXvRY5T8qZuSb5QNwiVXAsgiBBVKDnFGVRTiox1Ly7AM,51.5,75,0.693,19.4,0.33
2v4FX786hG8crDSho79svDcrQh1syCded3vcYvfyhatW,51.5,80,0.658,18.2,0.36
8igrg7xNXgwH6PETx9et7mbnG1QvyCH1j5wyMDqjiQFE,51.5,75,0.62,3.4,0.47
6nJdGiCw6HbMSmBCh2pjUuawfb26XdjUiLw8rc8oK1oU,51.4,75,0.715,36.9,0.29
7sak8y3vxhgkgqX9Lzfte2qMGWuhwNP7LX1FtUZDeTME,51.4,39,0.688,8.8,0.6
pn5cdDRZV5oop1XYamW5BC47sNdeH2e67DCxXdhD9Zs,51.4,97,0.672,3.4,0.21
77shyvx7LWiejVuqZQont2pqdMR4EvofLmwaB3FAjpJC,51.4,54,0.815,2.1,0.25
54FksNZgqEWpZXn3okR5sJ7ELZYnwh8xHMAL1N7KqazQ,51.3,38,0.804,45.1,0.37
ET9WK7t2yLhBv5W2mW6HQRcMaD3TBVKAXd3DcbzXFfQ7,51.3,45,0.865,32.4,0.21
DJ2Z4wXLC6YmD43Mqq1VV7epfbjukavCJ5K9mqVv9zFx,51.3,36,0.85,28.4,0.3
9GKUckoe937D4xyT5MDVfQkg6MumjTg5XJfoPoTarDpK,51.3,85,0.701,26.0,0.24
2AqFJzcgSMQ9v7Vwh4yE7Vux8brcrjus1eg4K1zM2zUd,51.2,58,0.622,264.5,0.58
8qUCM9qXGKxSD8YdNZ7NVpQhdLZpymxkqoqj2ygBGg6c,51.2,100,0.613,85.3,0.3
DubKzJog5GTPPLWc2KiyA4A4tN9e1fAjy17npP7o1Kq,51.2,29,0.887,79.4,0.27
M9VtmEkbpxnaUv7bsAYmCy21nHyv1CwE1AwfVo9SKZK,51.2,41,0.761,30.8,0.44
2KjiTaQhxTEFNykKeeDf82YEpsJNp9wCX3msg94k8y5M,51.2,45,0.861,2.2,0.21
4CXW6TLeJgkzRQxNw7UfWNfYJVx5figmmHQo5Lsjaw66,51.2,52,0.755,1.2,0.37
FsnyJ7Q9n8wY3d2bszkSgJQDjr5hrzqWgZHdrnSpBo3M,51.1,27,0.7,57.1,0.65
HBDjcyyFEshZnH9xAxPoejJAwWw3bn92hJfSdML6U8PX,51.1,26,0.755,46.2,0.55
8xZHe2tErwManoTMqEAcpmkeeYdTEeQnyTzA9PhHXZSq,51.1,36,0.827,32.2,0.34
5ywMefptun2J2oiL539vaTm9mraEnyiwHLYrHNC1zr5G,51.1,47,0.807,24.9,0.3
Go9BEhJGCpbXFzky6SWcofqQyuiKrtE1m9Knx1aiZCc8,51.1,91,0.686,21.6,0.22
8WQwXBsukXebf74xrj4MmJPYBdirPAxejiPeyCN5bMWf,51.1,63,0.738,11.3,0.32
7JFSAQbodH8otbLx1K6hzjT3CU7k71VmpReLu4mMNYrV,51.0,43,0.661,304.7,0.6
977jqPKnuB2oCi1aaPGz62tvmBy1u9uhXgGDgS9DttGq,51.0,55,0.744,89.0,0.36
bB85mL5d7hfVY4CsDkNRttaBMR7hzmcnk9RNuPpw7my,51.0,102,0.626,0.0,0.25
7SApRQ7Eb75ua4zZ5SD2yXN7fLCfeGuyH6TQ8z3NC3ZE,50.9,54,0.741,90.7,0.37
3tEEtPQ368v6uKpJkUhRgdhEkuPG4E4FEPU3AmumrkDy,50.9,55,0.772,86.5,0.3
9nFNjh3ipAEgdqrH99kSCmmoRxkvtABc3LrgG2CUHe7j,50.9,34,0.675,85.3,0.64
CZjxED3uVrU4MaNqkbw6jsVQfCTjb8ctenJfJGBpYJi,50.9,108,0.626,72.0,0.2
BFe8yCyJhgd7XRrrNgJeqEb1de8RSUrjazZk1yz93FnP,50.9,48,0.704,42.2,0.48
EgRrijLYQfYLKUGiYT4172tCPLCE82GthbitgvxWENtT,50.9,29,0.707,20.6,0.61
CeSEWToEpbsDPrA9LEsL7Y6VzTvRUjFo9jduWLHSyyiQ,50.9,56,0.73,14.3,0.37
SSG9AXARiNvSLCW4fTTvScBRzoRz2H1ZgMA4GwTBd7q,50.9,58,0.727,12.8,0.36
EmQSdt9xVRMCjJH1XCuXjDbGrSTtwUH1W95YG1QaEMpG,50.8,35,0.717,3.5,0.55
HFLX1GnxUw9Y3DYXFZMTrSc2p65zH3eFysW2k2YSm8Q1,50.7,44,0.821,42.3,0.27
APSMNHpmF1mKByqEV4XU6QaabK5SFSaDTTTw59qxMYSs,50.7,44,0.688,21.8,0.53
BYeBB3C9eNS8sYLGJuuG3PtEJLBFNhumkFuSDMYUfQBG,50.6,47,0.675,51.7,0.53
AfJxRN13AQoLqgPCzaSBQb9z3YtaMwkV1GRnzaEB61iu,50.6,48,0.793,41.7,0.3
CJnPGm31Z93ytCXJbAGVmRe4avFdxFojGBas49XNuCCA,50.6,42,0.731,32.6,0.46
7StuPGM6wTkFP9YzujJ7YqUVGumNSRN4Zgvfro4DTczZ,50.6,80,0.693,27.9,0.26
BNfMZ2AtxspW7wjVZrS1WVekUWo853pW2C41kDe8dFoY,50.6,39,0.745,19.2,0.45
AMsWj5tTqWrvLN1485Je7FSBEXhemECdtrZokkS73Gg1,50.6,79,0.699,0.7,0.26
87XVnBsbpTw6ry698sQHM7pEDgSZk1CNfStLDeToqitE,50.5,80,0.699,91.1,0.24
2y1TuXZiVnNzLUa8XixbS1uTeoPdzEsxnCJnaPPCnyoC,50.5,55,0.744,90.7,0.34
7xbPi91dDTMmH3gKeFTXF16gXtTnfvaNwTDLqyFM3wmF,50.5,41,0.855,28.8,0.22
4xmMRHhfzqDhVMY6yHEPMe2eHzRpG9XoqBuPBc74n24j,50.5,41,0.821,19.8,0.29
2Gv5i9QJ5326PiK31eWs873vVoSJq82rF6aocajtQaGt,50.5,64,0.713,17.0,0.33
AoYkuMnBzGzYbQnLzMBkN6wrAiVzgs6hs4hm8Hic6spk,50.5,74,0.718,6.5,0.25
GZy8B4nwyaZNepPhAcnwLi64Nd6nBNG17mcjqnTZpAG,50.5,65,0.654,0.3,0.44
3aVMLZNYN8ecpUUrQJHYRU9y9LnFUGyA5uvgx6fPSyiv,50.4,55,0.739,99.4,0.34
6siWNe5cZr3majieqdkMmwRVcpLavTW6faXHKUmZRxmy,50.4,30,0.725,55.9,0.55
CNDXkovjrP5otMJor1hwSpKWpmY1Qq4vgjBAtQS3Z2TY,50.3,51,0.629,78.5,0.58
5Vibs6pnWxCMgPyJWhJpEzpa1qcaasLQ4wz1PAmAnUkb,50.3,55,0.789,75.7,0.24
H5oNU2KZECkPEowtPBMvxygCvQmKBUpHQB1h9fxHVhqQ,50.3,55,0.771,43.4,0.28
AtfmPMggV9JAFuQnPrP26NMUVMCXHvYNDjfxMuosiATB,50.3,49,0.827,40.4,0.21
DkRbRQ4ZWwrhMt8DWpHH9kjEGgHyuv9dUihF7YsoyhQf,50.3,75,0.64,38.9,0.39
9dHGMhHF6pz8JciEtqMDS7UuCuQEw4aedCenfmEfEn3N,50.3,36,0.646,34.2,0.65
9GaCA6ZsamjTtSrGLZ2gXfFPDVX62bU3YozzDfQJTxWF,50.3,66,0.753,29.5,0.23
EK2jmNwVtnv8cHuQKELbMKF8Y7t75aJ9jduayvpCbC6W,50.3,59,0.698,21.1,0.39
EzLrE7je9vRRe4jmGhbkNM3MoRUAoqBbTBpb8K8ToiCB,50.3,29,0.845,8.7,0.32
9u4SxoisygqrQye6Bj6V2vGviC2qdo55kawD8kH1feHq,50.2,35,0.633,41.3,0.68
H5LvVfWQuAQ4QBuegcQk9zxU63MR8dAxKXWtJ5mbhC66,50.2,29,0.829,13.1,0.35
