wallet,score,total_coins,win_rate,net_sol,roi
8LCwoG3D5kiwx6rXps6iopb1AJaV45GHGVhn7ZvuppAy,50.1,59,0.703,87.0,0.37
HtbXDAE1xX35vXhE3raVuYiZrykWiFWcnDJyy3WLo9So,50.1,52,0.701,39.1,0.42
JACkRsZXCtdCyZX18JHdbU1KaZdDwj61G21kd6tK4GB1,50.0,104,0.62,24.4,0.2
7hEXnDWfR3nTZjyMPwLHLCAE8b28uwFxytMrajW9ehui,50.0,55,0.712,14.5,0.38
CJUUc5t6ULDDF3V4WE7PSggWN4Qzj6gY2qoWSKKFSx11,49.9,54,0.714,93.7,0.38
EtmVgZ547zUXUo93PtGqGYp6SXYHDm8fznWrA9rj9YAQ,49.9,66,0.734,44.0,0.25
6fUycunWxjxiCu4RKFE1kjrTccLyN2PdHfBnqANZcXG4,49.9,59,0.783,18.6,0.21
8vP8hbsq49bw77vZ6uczrpUvzcbrsYBGPoEkFHT8uxYB,49.9,79,0.694,7.2,0.23
HrSfqYZxZuJMibpywFvE1W5WrquAcFhk88c6BgGgBS3R,49.9,53,0.716,1.0,0.38
4tJFN865yMxzwMw9eCtZFhCqkiebxt1xbgm6NqAv3W9q,49.8,35,0.784,38.6,0.37
9f7XeuzfWxugSW7HqBUMTsKRhhiAxLwuagzRfVvxBjL2,49.8,56,0.693,27.1,0.4
DmWYFzd3cFixF3sNZovxH62vWfCksWHEncxk5HE2aKJ6,49.8,79,0.675,23.9,0.27
8JtmFRFbxGWyZTi3ByKYi7HzKQMYtYsfE5tfp2ewYZBG,49.8,72,0.726,16.0,0.22
FmPnSgXRugRjUYWdxsM8ryaUGX9Lkx9kgTnbrQ5MhvsA,49.7,55,0.75,87.6,0.29
7DJAnZSQyRvqJNw6h6Nhnbw82XGLkDz85jgx4169KzWn,49.7,56,0.737,79.0,0.31
C9CXmqRrFS65qe7767hr1XmMBuZEzdi853yYSP9Jb6Fu,49.7,81,0.62,24.2,0.36
FGsy4ofnwquAuADouz9dqzkRQjaZifAKB5gV5qQ3yaJY,49.7,59,0.76,22.3,0.24
GezrgjW2xsxzuw22FTQTbc2WszcP9CU7pzdcQGqGH1U7,49.7,43,0.718,17.2,0.44
6X6H2PJ2LrcL2b7jqjMEkK5djamSkoMTtTYmS3Zxtocq,49.7,71,0.717,16.1,0.24
3HAZKvFYWZ2Es9Wtwk6Lv9HSxcLDkWgx34pcVt8di35G,49.7,82,0.643,9.3,0.3
6Z7NUxNTxTzG5i1Pvf2BtfxciiZFCaG4JQic3hVLcc5y,49.7,75,0.618,8.3,0.4
919ngyGiowsRdRWH4zzPJHQAyjCSXdKtrqaEpvY2iorZ,49.5,86,0.656,32.2,0.24
yjAgcN6tnNoLb6QYgmHHuziN5bd6ShLAyx835bGArtc,49.5,78,0.644,18.4,0.32
D6dT5fA7B67LgA3mz1X8EYpsQ35qvtAM8onNVb6X3iRu,49.4,49,0.735,36.5,0.35
4JDk4HCwPMd9Wg1dSRZ921dTMu5fcA1iELXVPgwYnXMt,49.4,47,0.706,33.3,0.42
J7BPbiLfNLu65bQ39ZrvNPT2jrR5cF6v5CJaMX55Jhjv,49.4,40,0.75,21.0,0.38
6g68oTA7dC55QEemSsjYwKeREK2JNTF7JHnC2GvCDyWZ,49.4,67,0.726,8.0,0.24
Fa44RFqLPyZ6NEJ4iGSm3y696TxGea7j9MJBGS1VcVDY,49.4,36,0.802,3.6,0.31
5GvZaRHh7NbhS5gFkcNBY5Tpq1F17C1RFL5vQQzavtgv,49.3,75,0.671,31.6,0.28
55KCDbKVuwG1PwCRDZ2kC9CAPPQsz9QdKJ85WnRBrcHK,49.3,59,0.76,20.9,0.23
8z665p6eaaYTQpTuArPuSu57BHVHeit9VLZUbD5WYjh1,49.3,59,0.77,18.7,0.21
GnZdxYvJm16u1cGmomZrHkEXo1sjppXMNymhaKhK9yM,49.3,60,0.621,15.1,0.49
CVrhUZxqFCgbxT6EKVgntxumWdJDo89c6GvZnzbcW7uD,49.2,55,0.683,110.2,0.4
6jjEuuCVy1KB3h1G18zHZ39X4B8L9U56j5An7rqH8ViL,49.2,55,0.767,71.9,0.24
7z5Dafu71d9fJCGoTsDxjqz1EJSfpCv1LKX2AzmWEhCZ,49.2,30,0.736,16.3,0.48
32RRLUaHCfNznvoAW66StM466gRBY2DxbU521deuo5Vb,49.2,53,0.725,6.6,0.33
C3Cb2M7SrktvVAfRsaD8tLFVvFfJNZSCavmLrWVM87ud,49.2,32,0.853,1.8,0.23
H6wt1cY8WvDnNVRBERhhpnNjGSvKpaFZogiirXFGGRiA,49.1,67,0.64,0.0,0.39
p1NDWSQkjhL81xSKC5SKQuKfSebczYA4AAYvMwXWHub,49.0,29,0.766,72.9,0.42
FCVrkNpUDBjT2yiMJdazK2PcoH887dtmNaETB54bucY3,49.0,70,0.694,48.5,0.26
AfDJLF8dzEYtYCNZUTGVmTyV9doHN1JttZo4jpgdK9dT,49.0,37,0.774,34.9,0.34
AW325dJu4rHfeuAJpTvbNZNj53dXgCqE1pqAx63yXTMe,49.0,45,0.704,33.6,0.42
EJb8yGANavCcmgRRSaiALqhFmygZgW3ncT38qFxy2WpM,49.0,39,0.776,19.5,0.32
meoriV2dBxQGhiBseswZvm2n759XT7bXunEdttidkDe,49.0,26,0.813,10.9,0.35
Duxcnxi3amFE9ZkKma9fMvqgYeam71pc3MRKVZ2uJfrQ,48.9,56,0.665,102.5,0.41
EiYd9mry4bKPmNx2FMccAdHj4ojB5m5D1nJkdN5m3Mxw,48.9,55,0.706,92.2,0.34
BZWzvFQrqbT5Tb1T4F73SWKhM5auiPMDo9agb456HLTC,48.9,28,0.671,49.0,0.6
5VXEfywc7afkroqUDxVr6KCWNmZpaquwTUvHspXP5edD,48.9,71,0.643,26.9,0.35
8ufrwmEFqNVwfANRUJ9mhpcdpkbt5Pn2bEFx1Pa7WNkr,48.9,60,0.713,22.0,0.29
DJAxETFcwLApnLhko4PoaeHV7bM9hgwEaXzNHrVJAJEb,48.9,41,0.771,20.7,0.32
62BddY47jwpfnTpkoPLXXkS8nFh88kgLSDNu2aXCpep9,48.9,58,0.68,4.5,0.37
9B6HCmszRwfC9X6DPTKq1X7cwybtSqdCz1s6vb6P2B7N,48.9,60,0.68,1.9,0.36
FWzuaLxWtQMGFdGCQijXUggQoVkAnZXbmUtvUSwLZUQ3,48.8,28,0.643,12.1,0.65
HqM83HiN9w84pRYhjQJBunj8MuZtsqD7GJWGjyFeybJB,48.7,60,0.69,74.4,0.33
6sc5EZ2RGN4Bk38q25ekLFZ5v7e2eSjhsMQTyR7yXc2f,48.7,73,0.668,37.1,0.28
CXoUJHtBGnuNR6zJ3zm8nTnNzCwXxFViXh29d1kTJQmK,48.7,33,0.69,22.6,0.52
FiPzMCywHdxbkqSLuvvk8MsT5W58o2UDWcqJx8TqtNSa,48.6,52,0.685,100.8,0.39
B1HgrB6kG5SkYzZio7CP5LznfUTujzUbGZLP2hTxKjjb,48.6,54,0.714,68.1,0.32
9tbGNjKTcJiYNE8rnCBxnD9kateC7eeposZrzD35d5wt,48.6,70,0.639,30.1,0.35
DjsgfKkhB6Ch9j3JGukxHNyZmfyVQVcNUEqXnxbSNqgR,48.6,59,0.747,20.7,0.22
2eb4Vw7UWUprsW2DPXgftawRUpB6QVXXrWvUf43fmzPg,48.6,34,0.768,19.3,0.36
HP1QMMvHMQmZqn1wCCJ7JUH1LcLzBNxm3eH1M6B2p9GM,48.6,46,0.619,8.9,0.56
BhV82kXtB6rzbmzVaryNHi6BCugHDSd199koZrkcYJDh,48.6,42,0.744,2.9,0.35
XuyUmJTJqyFfvt88LP1Fj5fP2RH9kJbPvAixUfBQHhB,48.5,85,0.634,65.3,0.25
FVZRwUp6E4m9jV4VumF8q7m8q3mF9fpikRrJSCCfFAdP,48.5,46,0.674,47.3,0.45
A9ABEXefyHD4Hawj6TpF7hRBkdVTk7waUUkxXnC3BGPm,48.5,46,0.739,5.9,0.33
Czs4WG2ER1Lr88Rk9NNCEcxu4yJdqqyAhPLxBUK3BRNy,48.5,31,0.718,2.1,0.47
GpqaAwadXByRJbFH9w3ycHihMpg31PB5DDq72bXDBUac,48.4,41,0.727,60.0,0.38
6uHpqKmfFHD4DfEMuupJxHLafs9hs5P4Uy95twwNXRBh,48.4,51,0.676,46.4,0.41
36vLoRhq47uFHa5te6wTJ4vyXt1NRwAa8hozbdmDcmhi,48.4,50,0.626,29.6,0.51
AWS6xMAr2Zz6Tkn5xdCYMn1Mg5rK2iQw32oW4czwu8Xx,48.4,25,0.843,21.6,0.27
2Zn8pMbzGqzxn3bNAU1WAHychEombPHw9xhVUk1HzwhW,48.4,62,0.713,20.9,0.26
5tfBs1x3Ge6VAkAGWeL26anHRrKPjSBu4ZGwSkVhSFoU,48.3,79,0.641,31.5,0.27
72rzXe3PJaRDpuBc1rPTT9uUXjjYGPVpRVW5SXgzGzDG,48.3,95,0.602,31.4,0.23
Dmm24amDNFbCxLtTZqK9Ht6wk8qHFx5Vk8c94tWCYCpb,48.3,41,0.726,1.6,0.37
Ho13XF433hMbxRF8g1TSbedYoqHdZNk5znvEEUDMomRB,48.2,55,0.661,101.0,0.4
BxxKJseG1bLgbJfKSs8tVeJdaHoxeaVqxaFdQJwKweCy,48.2,28,0.656,48.2,0.6
Db8EHsgq1XG5ekfQQ7vu7NjaZwiZwHNGf5KKb9RvMB9a,48.2,36,0.669,26.8,0.52
CwECpxSLwWAABV5PneYevZXAtF5wnZCcykMtjUJDWvJf,48.2,38,0.785,18.9,0.28
44LXhLZVYt6FfXirGUfuVCbLPpgoyU7GWxfLzofDU8HE,48.2,36,0.715,16.8,0.43
EViJxi5fMEXDrB4HUnD6TEN4eUUroQSLwzgo3cWASuGU,48.2,68,0.676,7.4,0.27
Azbvr5VuCx98pjVzVig458YjVCA6mzYRakrPtfeqAfKT,48.2,35,0.738,3.1,0.39
BPnVoSwLp18rCnVrnaJSQmb34yeVmVeWbriqk6q2j3mC,48.2,56,0.622,2.2,0.47
b4ddacZTsfM7td2cQSwKPzqDFRNDtF2TB3sQ1ijJj4T,48.1,33,0.698,41.9,0.48
Dxp2s7pR3Md9WV3sRKh4omR9zYSmDqjzFnHFSS8QVShz,48.1,83,0.637,30.5,0.24
5JswvranX5XMtMAhAqFBCYnGiJS2hmyFrCtVkfwUa56e,48.0,65,0.649,62.6,0.34
2cPTXvPbYHKX7WiFHsafSXRuvd4ozCgCSynbZatVmeoA,48.0,92,0.611,46.8,0.22
J4gmws8ctWVn4z5jJSeAFffb2ZQg4zsPVMLR3Jk1NZC6,48.0,48,0.682,36.4,0.4
8ykaWo7fV47MFeFDX2EnVj5KRhM8S7ZcrBwNDgYKrJPZ,47.9,73,0.609,64.2,0.35
8BNTRFCN5XGqCSn8wkFkMY64PxQxVUeyNTkk9Aeg9zWE,47.9,48,0.717,11.1,0.33
BTA697JPfkk8sN8syFXAhU1knLfpQierqosFBrRbgFBd,47.9,38,0.786,8.0,0.26
TLTf9gBtjsckLqBcuFH4MQyGuKQyk9YFTQcjoMLnxki,47.9,48,0.688,4.0,0.38
8q51Z65e7XsrBH1TiJjpbVzpTdBvKZsQuu9XG8J2Wqsf,47.9,60,0.73,3.6,0.22
FfvtENxkX4dNSJgrxS2CrZ21rXSEUmJaCQF1AaoFNAX5,47.9,64,0.717,0.1,0.21
3fdJGPWsoE1dhQNp1H1kwgYn6HFexSoWFAet7SCbTmTn,47.8,49,0.698,17.2,0.35
FddXjgY4MoQzTbnmBFKfQwWEc1KEezWXDPHmkX1SUtJc,47.8,53,0.731,13.7,0.26
4fQzc2zkApqFgXkqGwRU3qBR71t5bX3avMKYPvVbHTEe,47.8,83,0.638,12.9,0.22
6WQ9E1HGaEQaFNqqC5B2vPyEQ5eQGXCSxW8pFfG3TYwr,47.8,37,0.72,0.8,0.4
FMrLCzfeRZLiawdoj7PRiAyo3kwbYWJ7XWQXgxmeHr8w,47.7,70,0.647,74.0,0.29
BsTTvSQx7sfDLmhAnTmfQayvaqJXu5X4ggieTTSrsra,47.7,55,0.636,65.1,0.43
oLZTTDNnJkANKWpWZz5bzypfZsvan562TyQHWWgrZ77,47.7,31,0.679,30.4,0.51
DwTMzomyDFb9kskGX3yGHNXW9HB5Zt5vUKT6ckDH6joa,47.7,33,0.761,2.0,0.34
3zcSg7FU3VVE2BsWng2dfPcCAF4yqKuoDofohvhzV3ZT,47.6,76,0.606,152.4,0.33
F3QNGtghFavNz1S1iKnKTbB58Tzct6wAn5XcXdLwUCtR,47.6,57,0.657,38.6,0.36
B5juJDcbUyj2j21bPW1trVNpxMkhBtuBh7BcAdz5Ddfz,47.6,50,0.698,31.0,0.34
3iT9WEpERj9BKKSQ728zuGpCvWUtjgghqAnnv4b2fXU8,47.6,64,0.692,5.4,0.25
J9des4bktfkhB6gVBb4bkf7gf8E9qTci57jANmNQY2Pa,47.5,55,0.694,69.6,0.31
5kj8N8tjKycq57buYU7xffCSKBWbQnGUzSPRA42ihRa,47.5,49,0.767,7.4,0.2
J6hwqVzT6y2ZSKZZTdfCqgju1NjsdWVa2mGfAVNVZQJt,47.4,55,0.694,79.5,0.3
6gooRzLPw2zk4D4SYDsJU32nE7ZFK5N8CCmRscMqHFNL,47.4,65,0.626,21.5,0.36
2Gh8ojxpYovp2udAcqAAueTApDtSK75noLP51sb9Tz7r,47.4,28,0.761,8.0,0.37
ugwYXiNY7LBgW8rxmaBPVu4HY2kkgCutkjSJpwsgcjV,47.3,89,0.609,27.7,0.22
7gm6hJQWAyFTmDqabiAjLeuE2NCVtZKQLZt4pgUGP4o4,47.3,41,0.764,3.0,0.26
2Kfe7vAzUXfzQd5AU15CQyKaZzgXirtkmhf9pSwEMqo4,47.3,45,0.733,1.0,0.29
JDDNtBkp8dQVdyXiSnoyQwJa3yFWm7Cdhc2Ks3Hr27wh,47.2,56,0.643,106.2,0.38
HhzJfEaP1QNNZBLW3PvQ3c62J4Wc5mG3w43LaF2B67Jo,47.2,55,0.643,93.6,0.39
EDajBBK71iW7jeVjfsmiGeneraPEsq2YrPgeAQkiLd6R,47.2,67,0.65,88.0,0.29
DPNPVvoGdwNBY849ryx2JZzakWuWbDTfSUYr8aNfKLwA,47.2,59,0.629,80.3,0.39
F2ad5jZjkfg7VoDnJPs8MAPa4kUkD4U34TTsimoYx6eR,47.2,65,0.659,70.1,0.29
3z242DXZs37yfwxVs1xfYbPTjsMogA6RsbGxVRLxkmGJ,47.2,40,0.758,10.0,0.27
BKKun4qD3Pyoa158xf7FAkaYn91GFpwieQNK3mWCk7WZ,47.1,72,0.618,33.6,0.31
Gq77Gr1KDetHnZxaUutW9HgxXgQNFpcqgf15te2ade7H,47.1,82,0.627,20.8,0.23
4cnGkEmGs47Mx2D6qkuWZd7KqauKiFqL8NzNjNVKXKyv,47.1,58,0.713,16.0,0.23
BSUdf1VWR4k9LTWXJZqChM1thZRQFv9gVFCoZ4Sz16gF,47.1,31,0.798,9.6,0.26
88Jj2TT5bRGtoxdvFZq2rC2EwMNdyC8FKqD8Rpqy7epa,47.1,31,0.759,7.0,0.33
9udqZzePbx3N7917LK9PzgxrDqQEQDECtLc8KTYCNghX,47.0,50,0.682,40.4,0.34
BQwQQvBskJ6Mr677s3dnksAw4hzV43NtnwMfGc2RCNbL,47.0,31,0.66,37.4,0.52
BgDzeTMUK3C46GGjLKxsGTCHDJ7MKGdzqua6XtT7L11j,47.0,64,0.655,28.2,0.29
3Lrr85rAx3S3hPSdmioRk1cC3Z47aoqZhyWkfPHwuZSJ,47.0,67,0.668,23.8,0.25
EWmfXkrisEzUNQoWBsR8ARUEQJyyCkAEG1t7Ufb8u3B8,47.0,68,0.669,20.1,0.24
GnAbZxF6bBGLvdrspfmyGx4mcVFzkBfSk4rNXyutHVNp,47.0,62,0.645,19.5,0.33
6ji4TtvEhZRtarcwCwcXQpvg8KBDpMVNGo7DkkbwhCMk,47.0,26,0.713,16.0,0.46
AtBSE5tRnCw3H6N7bquWSu8Lpq7VawgZjHzX2yKoQbjC,47.0,39,0.779,0.3,0.23
CqKHmBrmw8aRbvQxeuu7BGvak8KfNthmDPEMerFUcbay,47.0,57,0.646,0.0,0.36
3oak1peTg2qVLcbxcJYGr5B2zwfY1hHyoKLETTUZDoHX,46.9,52,0.622,40.2,0.44
DaNSg7NnfMKEZj3WuXvwzy1uGb6CzgNx1Wj66CMa9VGb,46.9,42,0.658,17.7,0.44
H1as9cJbd6Uhu7Lv5drRCFKg7nbPnNk3ymeYkJt1dZzQ,46.9,47,0.693,15.7,0.34
73z3UUoKskw3MjBmwvSQ8vU1VjcUa3DuXHhqqaoF4Q6a,46.9,27,0.739,0.6,0.39
9wFxpNE8awZnaYqCUPje3gSMBzijeasATnRCmaMgEvQF,46.8,73,0.609,100.1,0.31
A8i6J8B1DgVdQaoeyrCmc18473EzYocEtZGavHT4sXzw,46.8,59,0.654,49.6,0.32
8ck8WifZXovAWSwAbe1c1ZqpN3D886i6j9wWUENaNqCM,46.8,54,0.662,32.9,0.34
2Zb4CJCmm2me1cSjeAfujnFz3rHhv9JbAAcokqfj4kme,46.8,83,0.626,25.5,0.21
3FbCDsEYNN9ppiingCLSWeD2VfX2pFEGbQka9HyzZw9t,46.8,40,0.729,16.8,0.31
BH1sksPJKtkYoNPGCVBZBoqMec4rGKwoo2EwwKnkjNNd,46.8,35,0.775,5.9,0.26
6P7CnmFbHB2Bs2ze6r7Jdakte4VT9TW1kDcmpwArjw7i,46.7,39,0.667,77.3,0.44
B2NB7Tjbf4gQhpQ81oVxcjAjysLFzNR9FonuxZTXSere,46.7,78,0.619,70.7,0.25
BswPV8npyBNyaYXAaW9nAnyMVokDmUoZFhBrZPL9JgMS,46.7,46,0.66,36.5,0.4
BBdZSiY944RWHxCuhzG6HP577heKAZU5KCX7FApPtLrG,46.7,58,0.687,26.8,0.26
Fr2e8tqMEfVhFFPsn24hsWtMCjWqRacci3Nc381d23bP,46.6,52,0.688,74.6,0.3
ADFoFNZby5G433LwQJSTM43yi6au22Xzh5WayygHqjmc,46.6,67,0.652,35.5,0.26
DV8XPSkB7Zq165wmB3gxMHJ5tiHkVNyu2C6CFbwGU9YP,46.6,49,0.738,16.0,0.23
3p3cFEePzWZ96MGkBdLoBdB5RsXdbhkpsmdGo99TpfFC,46.6,30,0.776,0.7,0.29
2ZEA84d3VxXJqfHgknbDwjCfXVf9nBNrnVXxMLdt7Fi2,46.5,74,0.644,65.1,0.22
98TixpepjK1KSKaqcT24bphy6BnxPAxdecDWH8qGCEum,46.5,32,0.8,8.4,0.22
GMwXfLtKhgtWdLqq29pF4JbUUQA6asUeEaXtjQSB7gpN,46.4,65,0.613,74.4,0.34
7BPyhTbWMVBRW7c7vvZJyfvJMWBoEgj7ApF1NWbgseQP,46.4,59,0.683,71.6,0.25
B2izh6adTioi4K6tVdehQ6R4GhdvRPymiLvqAhedqpuu,46.4,67,0.677,28.9,0.2
Ad4whsYjTgm9g6QfbNuNYXkEQRAxn4DhW7AKG7HBqURw,46.4,47,0.639,2.4,0.42
Cd66qRFT7VChk8ohua7eZRRunSSwwopc324ptrWWPoJV,46.3,61,0.679,45.4,0.24
F6qRoKQD3cDfHAp6QK4KWGF1HHBAsqUYL6yXMrN9rJMK,46.3,57,0.705,4.5,0.22
3YGG4zxvsnCRLLv4cfALVjxr53ABAHVxpXZsqRowhEyc,46.2,55,0.622,98.5,0.39
GV5hrUcGHsdz3cHQed5KqE8C6U7bP4wzGgdVCxPDQBkV,46.2,55,0.644,87.8,0.34
9z1SNSe1WwxcCfGC6wyQCs2VdqpktyGtMDV6bSaNziFg,46.2,62,0.661,70.6,0.26
GfEx1sug5B1ydUif3K8XBy3BitVQDQy33ozhMCnXVwNR,46.2,38,0.689,19.0,0.38
BkXWBM2pvQmbBAm3svgvhCrDA7r2qBWRxRuo9X6jU4rb,46.2,39,0.691,1.2,0.37
J5Wr6RqYjNGzFpHZWJzP7jWNbSqmQX3Qy5xoWsThsFGJ,46.2,73,0.633,0.9,0.24
2RrAwNXyRxKDZpyL11y1yuHVi4Svw3c4EGmTZjQusJnT,46.1,55,0.644,94.0,0.34
8vgX3Wm7U5Qv8siJayJByjq6NUVQGGA5MMEBqiL3uECn,46.1,55,0.706,69.2,0.22
AiLwAtCzPnQh6GnJ1UiMi9vqNniV3QyTM4rueKYNjPwN,46.1,64,0.627,53.1,0.31
3q53H2EQEfjDj8KTY3u3WvdaKSV9ygBkoMhXoqfnVsGm,46.0,55,0.633,96.7,0.36
9UgewxGU43jVWLNhZu49ft9Y9UfFqvFrcCfnnWJ9j57k,46.0,34,0.618,35.6,0.54
C7cavaf4Z9MTZ9AzJ6N22XTyYgzmNDMPLUjqgf586KNa,46.0,70,0.65,31.3,0.22
49R5t9WL1Qv3UMpQeywJr5ie6dhc2sfaBgMTqHi6naYq,46.0,28,0.615,11.5,0.59
8cdozFA4Quz6Zd71V1FbpyU1crNLRJubbNT5gLrN45Y4,45.9,62,0.634,47.1,0.3
C8x3XeiKoGApXdMftpahdxd3CvwJ8xrznCHWmjtnusnh,45.9,28,0.76,6.3,0.3
4W7HX2zEj2mRsJT4VRG7tPEyfDCGftLvRJ6rmfrrVJ8F,45.9,60,0.659,5.7,0.27
G2D6xnsAABYjBwLQqqGLB6wp18rc95xn16q9TW8avPW6,45.8,55,0.656,87.6,0.31
Dj2HQmdSRoqxjZs9tfPc3UMisg5aYZLRxVKxAiLq2w6E,45.8,64,0.611,58.7,0.33
GdHoM7T5woFbwESvE6VPyaoQ6DNTpia3vvvssCyw8bh3,45.8,55,0.623,39.8,0.37
2ehX4zKxQ8ymjr9UL5KA8HnQ32XUyoa7nmAY3k1mwYe8,45.8,68,0.629,25.7,0.26
GxNY8nBmTBYus3KGxWhja2tHkyGYmv7jN9j9K6KuBine,45.8,31,0.774,12.3,0.25
AzU6rwsq9is32shfyY3zWNWETmc2Ee1ncxBtT5HWwaax,45.8,27,0.775,11.6,0.27
AmvrzYKJ2kuoHVntKNtUSHpGSXunBgygzWxc1s4yF33L,45.8,39,0.621,11.0,0.49
CZLYyGPQcV5S9eunswpndjQz3eVBC8FqxQXNt9fSTFSt,45.7,70,0.606,90.6,0.29
83y3QiMvSEwSKFvYfDTHsaVDx4dDW5BgJ6SNZjwahXAx,45.7,55,0.656,80.4,0.3
46ojZjmvYCzgikVQ4NZ1rSMz2vURDhW74U1CQm5p6HSM,45.7,50,0.619,69.2,0.41
TPt1CgbwvcVo8VFbnmA7y3UhqZRdDW1NZuZBRWzqibF,45.7,39,0.641,48.8,0.44
4Y6z1sYP9LiaRoGY7Y6BB4SvZm9agunwk9eeteGk3vav,45.7,48,0.721,13.3,0.22
Cv1D6RRA88on5t6Zeok2PCkEsVd1S3ht8c2ejaWbFJp3,45.7,48,0.643,8.6,0.37
G7EmAdQ1cenPC6LWznvra2j9N4uK5arN1rQMDhxmDYK6,45.7,28,0.775,2.1,0.26
2ykubs1NXNc2Tu9eBZmUsNV8Vy83tDadAawvFBYicqew,45.7,60,0.632,1.6,0.31
741TyxhtrGgdtHJDmygqtjXyxmSLYGEucu42Bguj1tbg,45.6,35,0.629,64.3,0.49
6Virx9MQ3WZwW4BT9Nbnzsq7YdBtuPHFZJV2uUrSEsjz,45.6,30,0.733,11.7,0.33
EgoGj5vUY4ty4amLRHA8JRKAkRMqfd17mu2jS47bcsHD,45.6,33,0.733,1.0,0.3
9jdcBYob49xg3Vyz56syk2Ug4Q1vsY2As2aejywcqHRS,45.6,30,0.653,0.6,0.48
6mR2zvHcPE1Zgei3mxVtNfEVQ575LCWM5oA46Pog48Ac,45.6,62,0.62,0.6,0.32
FppUR1zshkAzaCrBzLnZH9qBNM84c3nUkHfhNw2zeVPR,45.5,41,0.727,32.4,0.26
9dEncw7ioUZZ8eTyTXHtsk1WB8KMuqnhSwjTB2epDmxv,45.5,66,0.603,25.6,0.31
AQwN6PtSwNSJXzumSqcpXeji7vUCvQnFmrbt1vH1YnYb,45.5,27,0.694,22.0,0.42
EBBwkNDz2uRJnqFxgwpEW2RZfgkxVoPEA3Y8apA3Yyyr,45.5,33,0.705,16.2,0.36
CQqBJ3rQ2mkN37RqqDnPu5fgx1A7WF62peRo7ApX8WJC,45.5,51,0.647,11.6,0.34
H8i7ozQGrAfFGdt5MjXj7TYUkhfQR2r89Y7t8cvryYQG,45.5,35,0.701,0.9,0.35
CxWGzpE1GVZzSmr3Vw8GXgNXhLowYDHYtCsEV8trPx5q,45.4,55,0.633,82.2,0.33
5EtD6bwu6GrRUdvAKZs7pymFw8tFMD4MWQ2pGj4fPFEp,45.4,57,0.644,30.8,0.3
HAsjXsrdV51M7id7hfPf1G4nm2hcFe6wZwFxkcXbrmb5,45.4,40,0.738,27.8,0.24
Gc6qSzDXLnmgqHeszp16J48WgRBJmCWPMKLs6BQScaiU,45.4,28,0.701,27.7,0.39
3rzai4SPgJzTjegjonSv5UuhDwYXxZJtAbcjaquicgkx,45.4,58,0.678,16.3,0.22
29N3YppZedz7GtWfGgsULLJWJ6rntaTa6NpCBPZ7o9uA,45.3,45,0.676,1.2,0.32
3B5pCRDNVxhWty76BeMfcUPib7tysaEucLkVEKsqiK7R,45.2,55,0.656,75.7,0.28
GBRTACAzyCBY1ifYmAP63QuEn8dX6odk6EkjD4h3HJsz,45.2,37,0.705,16.6,0.31
2sGKZgKcxAkmpuNuHq3kRdhbb5p7YCCCY3y39bMuPn7B,45.2,38,0.753,15.1,0.21
6zy5aYNk2dygbMeeTyr8yKb5t4XaJPqrdJNBphkzuhQk,45.2,31,0.717,0.0,0.33
5NtKTwTxdHJFmjYshvY6Jt3UgSVKRuNtGJTJ1hN9nxy,45.1,44,0.614,52.9,0.44
NXcEqvRrXhsaEendbrAy9iP8N9cGaWaT2vM8wptvWrc,45.1,43,0.604,48.1,0.46
8qHH4Us8qbWeksueaAmFyuS8tsaf7tHdLQBgzUeycQhZ,45.1,54,0.659,17.4,0.28
22MjtUCJ66mu1xU2o4eNzryn1go3EA6tSfvHmehh4Pp6,45.1,30,0.733,14.0,0.3
CZe4LgnRu8kJSkpph3hNe6FAxv3yykbt9F8QG2F4cusy,45.0,27,0.676,69.5,0.43
AyM6Apjqic7wLYpg9bw72yWoTUKU9ypNy7YPCXhWxeJH,45.0,40,0.679,28.3,0.33
N6JhW7FBa7GtMZ3rRYxHPqSjjv2PFRitRhhzJA9Nqzz,45.0,39,0.69,25.7,0.32
Axe83aC3CEDWs1r9z3xxgoeQk45MLmTyyD44s3YexHKy,45.0,32,0.635,19.8,0.47
AHbGnU8GGYJ5wCV5TGQmPcQyNNVjRZPC54FnLYyrPKuD,45.0,57,0.679,7.8,0.21
CbFQSAMRTJJ6pof6gHHEfbo9TRmdiCZGTTQCW5fs1UM6,45.0,25,0.74,7.0,0.32
FtEhZX7CuxNwAEvrvt36oCrKUSVL6ZVVQXgSxe2VKwD7,44.9,46,0.711,40.7,0.22
Doir5a4mvqdpQvaaSAThWqKFQi1ajatwe72U29gmx1SV,44.9,74,0.613,31.0,0.22
EGnokjceEEeLJunoXs5Nm9Mnq7tvAZdM5yk1jfx5wYH2,44.9,44,0.727,22.7,0.21
F7S3Rd9J23c5mLMsYAt9kvLNLXABvypDEewCGQS9MJey,44.9,57,0.634,20.8,0.3
HhEMJtEmHAJkiMwRP95CfhuBjFfjHrk2uqeatdDTGDxx,44.9,52,0.63,8.5,0.34
GdkxqKmCwxp8f743gUDw6zQyBYnBho81GyhBLn9K2b9X,44.9,39,0.708,0.7,0.28
5CFqJJpTZVSMm5G3azkh6NTi7mKNY1y5MN9EZN8jWJmQ,44.8,55,0.622,77.5,0.33
axyk7rPdzWkXerXiuxYHaPAiNVw81PwuLWEnzASCJP1,44.8,28,0.719,21.3,0.34
